租客小程序,首页,吐槽反馈,提交吐槽,选择位置、描述问题、上传图片
租客小程序,首页,吐槽反馈,查看吐槽,查看我的吐槽列表
租客小程序,首页,吐槽反馈,吐槽详情,查看吐槽详情和处理进度
租客小程序,首页,消息通知,消息通知,查看小程序内通知（账单催缴、工单、公告等）
租客小程序,首页,消息通知,跳转详情,点击通知跳转到对应详情页面
租客小程序,首页,员工管理（仅租户管理员）,邀请员工,点击邀请按钮，生成唯一邀请码，邀请码用过即失效
租客小程序,首页,员工管理（仅租户管理员）,员工列表,展示当前租户下所有员工账号
租客小程序,首页,员工管理（仅租户管理员）,移除员工,移除当前员工账号，逻辑删除，删除后不影响这个员工产生的历史记录
租客小程序,首页,企业账单（仅租户管理员）,账单列表,查看当前租客的账单列表（仅租客管理员可看）分为逾期账单、其他账单，支持账单查询筛选
租客小程序,首页,企业账单（仅租户管理员）,账单详情,查看账单详情（应收金额、已缴纳金额、需缴纳金额、缴纳记录）
租客小程序,首页,企业账单（仅租户管理员）,在线支付,微信支付账单
租客小程序,首页,企业账单（仅租户管理员）,批量支付,选择多个账单批量支付
租客小程序,首页,企业账单（仅租户管理员）,缴纳记录,查看缴纳记录详情
租客小程序,首页,企业账单（仅租户管理员）,退费记录,查看退费记录详情
租客小程序,个人中心,个人信息,查看信息,查看个人信息
租客小程序,个人中心,修改密码,修改密码,输入原密码和新密码，修改密码
租客小程序,个人中心,关于,版本,版本号展示
租客小程序,个人中心,关于,关于我们,关于我们的介绍
物业员工端,登录,登录,账号登录,使用手机号 + 密码登录
物业员工端,登录,登录,记住密码,支持记住密码
物业员工端,我的待办,工单待办,待办工单列表,待我处理的工单列表，可进入详情处理工单
物业员工端,我的待办,巡检待办,待办巡检列表,带我处理的巡检任务，可进入详情进行NFC巡检完成
物业员工端,工单管理,工单管理,工单列表,查看工单列表按照不同状态区分table列表展示，点击可进入工单详情，支持查看我提交的
物业员工端,工单管理,工单管理,工单详情,查看工单信息进入详情也页面
物业员工端,工单管理,工单管理,接单处理,填写处理记录（文字 + 图片），完成工单
物业员工端,巡检管理,巡检任务,查看任务,查看待巡检任务列表
物业员工端,巡检管理,巡检任务,任务详情,查看巡检任务详情（路线和检查点）开始巡检，进行NFC感应，感应完本次巡检任务中关联的所有NFC则巡检自动完成；
物业员工端,巡检管理,执行巡检,NFC 感应,按路线顺序或者自由顺序感应 NFC 标签，根据巡检计划要求进行
物业员工端,巡检管理,执行巡检,检查项目,对每个检查项目标记正常 / 异常
物业员工端,巡检管理,执行巡检,异常上报,异常拍照、选择严重级别、自动生成工单需要手工填写工单信息
物业员工端,巡检管理,巡检记录,查看记录,查看已完成巡检记录
物业员工端,巡检管理,巡检记录,记录详情,查看巡检记录详情
物业员工端,公告查看,公告列表,查看公告,查看公告列表
物业员工端,公告查看,公告详情,公告详情,查看公告详情
物业员工端,消息通知,消息列表,消息通知,查看小程序内通知（工单、巡检、公告等）
物业员工端,消息通知,消息跳转,跳转详情,点击通知跳转到对应详情页面
物业员工端,个人中心,个人信息,查看信息,查看个人信息
物业员工端,个人中心,修改密码,修改密码,输入原密码和新密码，修改密码
物业员工端,个人中心,关于,版本,版本号展示
物业员工端,个人中心,关于,关于我们,关于我们的介绍
